do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,seed_name,seed,step
125.62104034423828,143.44210815429688,15.702630043029785,15.93801212310791,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,17.821067810058594,0.235382080078125,alternating,8.25,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
142.91033935546875,162.23194885253906,15.878926277160645,16.223194122314453,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,19.321609497070312,0.3442678451538086,alternating,15.4,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
79.75858306884766,94.1924057006836,15.951716423034668,15.698734283447266,Linda took him the meal,Linda took the meal to him,14.433822631835938,-0.25298213958740234,alternating,25.0,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
91.02796936035156,108.25981140136719,15.1713285446167,15.46568775177002,Linda took the man the meal,Linda took the meal to the man,17.231842041015625,0.2943592071533203,alternating,16.0,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
78.86150360107422,98.14143371582031,15.772300720214844,16.356904983520508,Mary took a man the meal,Mary took the meal to a man,19.279930114746094,0.5846042633056641,alternating,10.846153846153848,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
140.28146362304688,156.62770080566406,15.58682918548584,15.66277027130127,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,16.346237182617188,0.07594108581542969,alternating,5.285714285714286,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
156.47967529296875,174.7311248779297,15.647967338562012,15.884647369384766,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,18.251449584960938,0.2366800308227539,alternating,3.75,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
79.54508209228516,94.51288604736328,15.909016609191895,15.752147674560547,Alice took him the blanket,Alice took the blanket to him,14.967803955078125,-0.15686893463134766,alternating,18.53846153846154,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
78.60179901123047,94.88304901123047,15.720359802246094,15.813841819763184,Michael took the woman the blanket,Michael took the blanket to the woman,16.28125,0.09348201751708984,alternating,27.076923076923077,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
93.32254028320312,111.96553802490234,15.553756713867188,15.995077133178711,Alice took a woman the blanket,Alice took the blanket to a woman,18.64299774169922,0.44132041931152344,alternating,25.0,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
158.56057739257812,172.73240661621094,15.856058120727539,15.702945709228516,Michael took the man who was wearing the hat a gift,Michael took a gift to the man who was wearing the hat,14.171829223632812,-0.15311241149902344,alternating,10.923076923076923,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
128.41619873046875,142.65309143066406,16.052024841308594,15.850343704223633,Bob took a man wearing a hat a gift,Bob took a gift to a man wearing a hat,14.236892700195312,-0.20168113708496094,alternating,9.0,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
79.5203628540039,90.63031768798828,15.904072761535645,15.105052947998047,Linda took him a gift,Linda took a gift to him,11.109954833984375,-0.7990198135375977,alternating,43.1,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
79.33452606201172,92.4463882446289,15.866905212402344,15.407731056213379,Bob took the woman a gift,Bob took a gift to the woman,13.111862182617188,-0.45917415618896484,alternating,41.09090909090909,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
96.62911987304688,111.80223846435547,16.1048526763916,15.971748352050781,Juan took a woman a gift,Juan took a gift to a woman,15.173118591308594,-0.1331043243408203,alternating,20.8,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
115.76205444335938,127.0420913696289,16.53743553161621,15.880261421203613,Bob took the woman from work a cake,Bob took a cake to the woman from work,11.280036926269531,-0.6571741104125977,alternating,15.636363636363637,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
131.78529357910156,146.70852661132812,16.473161697387695,16.300947189331055,Michael took a woman wearing a hat a cake,Michael took a cake to a woman wearing a hat,14.923233032226562,-0.17221450805664062,alternating,9.666666666666666,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
66.71929931640625,79.87291717529297,16.679824829101562,15.974583625793457,John took her a cake,John took a cake to her,13.153617858886719,-0.7052412033081055,alternating,75.88888888888889,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
95.58433532714844,109.87892150878906,15.9307222366333,15.696989059448242,Alice took the woman a cake,Alice took a cake to the woman,14.294586181640625,-0.2337331771850586,alternating,27.6,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
95.4075698852539,111.91007995605469,15.901261329650879,15.987154006958008,Alice took a woman a cake,Alice took a cake to a woman,16.50251007080078,0.0858926773071289,alternating,38.857142857142854,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
110.6093978881836,128.21932983398438,15.801342964172363,16.027416229248047,Bob took the man wearing the hat something,Bob took something to the man wearing the hat,17.60993194580078,0.2260732650756836,alternating,8.777777777777779,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
130.58843994140625,148.00132751464844,16.32355499267578,16.444591522216797,Juan took a woman wearing a hat something,Juan took something to a woman wearing a hat,17.412887573242188,0.12103652954101562,alternating,6.333333333333333,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
65.19857025146484,78.38014221191406,16.29964256286621,15.67602825164795,Linda took him something,Linda took something to him,13.181571960449219,-0.6236143112182617,alternating,25.7,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
62.891510009765625,81.63217163085938,15.722877502441406,16.326435089111328,Michael took the woman something,Michael took something to the woman,18.74066162109375,0.6035575866699219,alternating,15.7,14067712,EleutherAI/pythia-14m,step0,seed1,1,0
