do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,seed_name,seed,step
127.2176513671875,141.42861938476562,15.902206420898438,15.7142915725708,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,14.210968017578125,-0.18791484832763672,alternating,8.25,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
143.59048461914062,159.0853729248047,15.954498291015625,15.908537864685059,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,15.494888305664062,-0.045960426330566406,alternating,15.4,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
80.26068115234375,95.1489028930664,16.05213737487793,15.858150482177734,Linda took him the meal,Linda took the meal to him,14.888221740722656,-0.1939868927001953,alternating,25.0,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
96.19425964355469,110.77278137207031,16.032377243041992,15.824684143066406,Linda took the man the meal,Linda took the meal to the man,14.578521728515625,-0.20769309997558594,alternating,16.0,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
77.05357360839844,93.10707092285156,15.410715103149414,15.517845153808594,Mary took a man the meal,Mary took the meal to a man,16.053497314453125,0.10713005065917969,alternating,10.846153846153848,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
139.5411376953125,155.40997314453125,15.504570960998535,15.540997505187988,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,15.86883544921875,0.036426544189453125,alternating,5.285714285714286,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
156.93917846679688,173.45492553710938,15.693918228149414,15.768630027770996,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,16.5157470703125,0.07471179962158203,alternating,3.75,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
79.55765533447266,93.81578063964844,15.911531448364258,15.635963439941406,Alice took him the blanket,Alice took the blanket to him,14.258125305175781,-0.27556800842285156,alternating,18.53846153846154,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
76.59580993652344,91.49655151367188,15.319162368774414,15.249425888061523,Michael took the woman the blanket,Michael took the blanket to the woman,14.900741577148438,-0.06973648071289062,alternating,27.076923076923077,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
96.09053039550781,112.50344848632812,16.01508903503418,16.071922302246094,Alice took a woman the blanket,Alice took the blanket to a woman,16.412918090820312,0.05683326721191406,alternating,25.0,162322944,EleutherAI/pythia-160m,step1,seed8,8,1
