do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,seed_name,seed,step
111.93338012695312,119.28266143798828,13.99167251586914,13.253628730773926,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,7.349281311035156,-0.7380437850952148,alternating,8.25,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
131.05345153808594,141.7697296142578,14.561494827270508,14.176973342895508,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,10.716278076171875,-0.384521484375,alternating,15.4,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
73.51022338867188,82.5831527709961,14.702044486999512,13.763858795166016,Linda took him the meal,Linda took the meal to him,9.072929382324219,-0.9381856918334961,alternating,25.0,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
83.95851135253906,90.10044860839844,13.993085861206055,12.871493339538574,Linda took the man the meal,Linda took the meal to the man,6.141937255859375,-1.1215925216674805,alternating,16.0,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
72.32291412353516,82.34292602539062,14.464583396911621,13.723821640014648,Mary took a man the meal,Mary took the meal to a man,10.020011901855469,-0.7407617568969727,alternating,10.846153846153848,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
124.89965057373047,131.66456604003906,13.877738952636719,13.166457176208496,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,6.764915466308594,-0.7112817764282227,alternating,5.285714285714286,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
144.5366668701172,156.75291442871094,14.453666687011719,14.250265121459961,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,12.21624755859375,-0.2034015655517578,alternating,3.75,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
76.40740203857422,84.59930419921875,15.28148078918457,14.099884033203125,Alice took him the blanket,Alice took the blanket to him,8.191902160644531,-1.1815967559814453,alternating,18.53846153846154,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
66.0567626953125,73.78540802001953,13.211352348327637,12.297568321228027,Michael took the woman the blanket,Michael took the blanket to the woman,7.728645324707031,-0.9137840270996094,alternating,27.076923076923077,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
86.52427673339844,97.74101257324219,14.420713424682617,13.96300220489502,Alice took a woman the blanket,Alice took the blanket to a woman,11.21673583984375,-0.45771121978759766,alternating,25.0,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
139.40023803710938,146.79226684570312,13.940024375915527,13.344752311706543,Michael took the man who was wearing the hat a gift,Michael took a gift to the man who was wearing the hat,7.39202880859375,-0.5952720642089844,alternating,10.923076923076923,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
115.47572326660156,126.89593505859375,14.434465408325195,14.09954833984375,Bob took a man wearing a hat a gift,Bob took a gift to a man wearing a hat,11.420211791992188,-0.3349170684814453,alternating,9.0,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
73.48866271972656,83.26559448242188,14.697732925415039,13.877599716186523,Linda took him a gift,Linda took a gift to him,9.776931762695312,-0.8201332092285156,alternating,43.1,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
70.09675598144531,76.25770568847656,14.0193510055542,12.709617614746094,Bob took the woman a gift,Bob took a gift to the woman,6.16094970703125,-1.3097333908081055,alternating,41.09090909090909,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
86.41323852539062,96.53988647460938,14.402206420898438,13.791413307189941,Juan took a woman a gift,Juan took a gift to a woman,10.12664794921875,-0.6107931137084961,alternating,20.8,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
101.9610595703125,107.140869140625,14.565866470336914,13.392608642578125,Bob took the woman from work a cake,Bob took a cake to the woman from work,5.1798095703125,-1.173257827758789,alternating,15.636363636363637,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
115.52751922607422,126.70844268798828,14.440939903259277,14.078716278076172,Michael took a woman wearing a hat a cake,Michael took a cake to a woman wearing a hat,11.180923461914062,-0.36222362518310547,alternating,9.666666666666666,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
57.903594970703125,68.31744384765625,14.475898742675781,13.66348934173584,John took her a cake,John took a cake to her,10.413848876953125,-0.8124094009399414,alternating,75.88888888888889,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
85.92674255371094,92.05503845214844,14.321124076843262,13.150720596313477,Alice took the woman a cake,Alice took a cake to the woman,6.1282958984375,-1.1704034805297852,alternating,27.6,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
87.75680541992188,98.3884506225586,14.626134872436523,14.055493354797363,Alice took a woman a cake,Alice took a cake to a woman,10.631645202636719,-0.5706415176391602,alternating,38.857142857142854,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
99.73519897460938,105.36834716796875,14.247886657714844,13.171043395996094,Bob took the man wearing the hat something,Bob took something to the man wearing the hat,5.633148193359375,-1.07684326171875,alternating,8.777777777777779,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
116.70350646972656,127.2823715209961,14.58793830871582,14.142485618591309,Juan took a woman wearing a hat something,Juan took something to a woman wearing a hat,10.578865051269531,-0.4454526901245117,alternating,6.333333333333333,14067712,EleutherAI/pythia-14m,step128,seed5,5,128
