do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,seed_name,seed,step
81.5224609375,83.52949523925781,10.1903076171875,9.281055450439453,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,2.0070343017578125,-0.9092521667480469,alternating,8.25,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
94.23355102539062,99.08004760742188,10.4703950881958,9.908004760742188,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,4.84649658203125,-0.5623903274536133,alternating,15.4,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
62.489524841308594,67.78729248046875,12.497904777526855,11.297882080078125,Linda took him the meal,Linda took the meal to him,5.297767639160156,-1.2000226974487305,alternating,25.0,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
68.26797485351562,69.75440216064453,11.377996444702148,9.96491527557373,Linda took the man the meal,Linda took the meal to the man,1.4864273071289062,-1.413081169128418,alternating,16.0,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
51.172019958496094,55.66865158081055,10.234404563903809,9.278108596801758,Mary took a man the meal,Mary took the meal to a man,4.496631622314453,-0.9562959671020508,alternating,10.846153846153848,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
105.45252990722656,105.79374694824219,11.716947555541992,10.579375267028809,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,0.341217041015625,-1.1375722885131836,alternating,5.285714285714286,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
100.64823913574219,105.36231994628906,10.064824104309082,9.57839298248291,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,4.714080810546875,-0.4864311218261719,alternating,3.75,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
62.224853515625,67.08224487304688,12.444971084594727,11.180374145507812,Alice took him the blanket,Alice took the blanket to him,4.857391357421875,-1.264596939086914,alternating,18.53846153846154,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
55.11997985839844,57.190093994140625,11.023996353149414,9.531682968139648,Michael took the woman the blanket,Michael took the blanket to the woman,2.0701141357421875,-1.4923133850097656,alternating,27.076923076923077,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
70.24311828613281,74.11979675292969,11.707186698913574,10.588542938232422,Alice took a woman the blanket,Alice took the blanket to a woman,3.876678466796875,-1.1186437606811523,alternating,25.0,162322944,EleutherAI/pythia-160m,step128,seed7,7,128
