do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,seed_name,seed,step
72.20652770996094,62.720497131347656,9.025815963745117,6.968944072723389,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,-9.486030578613281,-2.0568718910217285,alternating,8.25,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
74.60752868652344,68.08645629882812,8.289725303649902,6.808645725250244,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,-6.5210723876953125,-1.4810795783996582,alternating,15.4,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
51.15227508544922,48.85099792480469,10.23045539855957,8.141833305358887,Linda took him the meal,Linda took the meal to him,-2.3012771606445312,-2.0886220932006836,alternating,25.0,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
60.475311279296875,53.869598388671875,10.079218864440918,7.695657253265381,Linda took the man the meal,Linda took the meal to the man,-6.605712890625,-2.383561611175537,alternating,16.0,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
52.23411560058594,41.90330123901367,10.446823120117188,6.983883857727051,Mary took a man the meal,Mary took the meal to a man,-10.330814361572266,-3.4629392623901367,alternating,10.846153846153848,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
83.79725646972656,74.64024353027344,9.310806274414062,7.464024543762207,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,-9.157012939453125,-1.8467817306518555,alternating,5.285714285714286,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
70.81145477294922,60.532196044921875,7.081145763397217,5.502927303314209,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,-10.279258728027344,-1.5782184600830078,alternating,3.75,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
44.594329833984375,43.02741622924805,8.918866157531738,7.171236038208008,Alice took him the blanket,Alice took the blanket to him,-1.5669136047363281,-1.7476301193237305,alternating,18.53846153846154,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
48.6454963684082,43.7083740234375,9.72909927368164,7.28472900390625,Michael took the woman the blanket,Michael took the blanket to the woman,-4.937122344970703,-2.4443702697753906,alternating,27.076923076923077,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
58.36620330810547,50.9617919921875,9.727701187133789,7.280256271362305,Alice took a woman the blanket,Alice took the blanket to a woman,-7.404411315917969,-2.4474449157714844,alternating,25.0,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
67.08185577392578,65.94676971435547,6.70818567276001,5.995161056518555,Michael took the man who was wearing the hat a gift,Michael took a gift to the man who was wearing the hat,-1.1350860595703125,-0.7130246162414551,alternating,10.923076923076923,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
66.43473052978516,61.614036560058594,8.304341316223145,6.846004009246826,Bob took a man wearing a hat a gift,Bob took a gift to a man wearing a hat,-4.8206939697265625,-1.4583373069763184,alternating,9.0,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
48.28155517578125,49.00318145751953,9.65631103515625,8.167197227478027,Linda took him a gift,Linda took a gift to him,0.7216262817382812,-1.4891138076782227,alternating,43.1,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
46.78485107421875,46.69706726074219,9.35697078704834,7.782844543457031,Bob took the woman a gift,Bob took a gift to the woman,-0.0877838134765625,-1.5741262435913086,alternating,41.09090909090909,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
58.75701904296875,55.17593002319336,9.792837142944336,7.8822760581970215,Juan took a woman a gift,Juan took a gift to a woman,-3.5810890197753906,-1.9105610847473145,alternating,20.8,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
62.09423828125,65.27191925048828,8.87060546875,8.158989906311035,Bob took the woman from work a cake,Bob took a cake to the woman from work,3.1776809692382812,-0.7116155624389648,alternating,15.636363636363637,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
65.8684310913086,61.19947814941406,8.233553886413574,6.7999420166015625,Michael took a woman wearing a hat a cake,Michael took a cake to a woman wearing a hat,-4.668952941894531,-1.4336118698120117,alternating,9.666666666666666,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
36.41907501220703,38.010528564453125,9.104768753051758,7.602105617523193,John took her a cake,John took a cake to her,1.5914535522460938,-1.5026631355285645,alternating,75.88888888888889,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
50.3481330871582,52.22142791748047,8.391355514526367,7.460204124450684,Alice took the woman a cake,Alice took a cake to the woman,1.8732948303222656,-0.9311513900756836,alternating,27.6,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
51.34276580810547,54.36157989501953,8.557127952575684,7.765940189361572,Alice took a woman a cake,Alice took a cake to a woman,3.0188140869140625,-0.7911877632141113,alternating,38.857142857142854,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
63.48259353637695,57.77056121826172,9.068942070007324,7.221320152282715,Bob took the man wearing the hat something,Bob took something to the man wearing the hat,-5.712032318115234,-1.8476219177246094,alternating,8.777777777777779,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
75.44017028808594,72.64656829833984,9.430021286010742,8.0718412399292,Juan took a woman wearing a hat something,Juan took something to a woman wearing a hat,-2.7936019897460938,-1.358180046081543,alternating,6.333333333333333,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
44.14703369140625,42.698875427246094,11.036758422851562,8.539774894714355,Linda took him something,Linda took something to him,-1.4481582641601562,-2.496983528137207,alternating,25.7,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
39.91340637207031,39.88358688354492,9.978351593017578,7.976717472076416,Michael took the woman something,Michael took something to the woman,-0.029819488525390625,-2.001634120941162,alternating,15.7,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
41.83539581298828,41.10772705078125,10.45884895324707,8.221545219421387,Mary took a woman something,Mary took something to a woman,-0.7276687622070312,-2.2373037338256836,alternating,26.181818181818183,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
54.00830841064453,52.96348571777344,7.715473175048828,6.62043571472168,Mary told the man from work the news,Mary told the news to the man from work,-1.0448226928710938,-1.0950374603271484,alternating,65.875,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
76.34713745117188,73.82170104980469,7.634713649749756,6.711063861846924,Linda told a woman who was from work the news,Linda told the news to a woman who was from work,-2.5254364013671875,-0.923649787902832,alternating,28.545454545454547,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
41.04913330078125,43.69928741455078,8.209826469421387,7.283214569091797,Juan told her the news,Juan told the news to her,2.6501541137695312,-0.9266119003295898,alternating,78.75,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
36.28703308105469,38.054317474365234,7.257406711578369,6.342386245727539,Michael told the man the news,Michael told the news to the man,1.7672843933105469,-0.9150204658508301,alternating,62.22222222222222,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
49.411956787109375,47.260406494140625,8.235326766967773,6.751486778259277,Linda told a woman the news,Linda told the news to a woman,-2.15155029296875,-1.483839988708496,alternating,41.111111111111114,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
72.3834228515625,66.73657989501953,8.0426025390625,6.6736578941345215,Linda told the woman wearing the hat the tale,Linda told the tale to the woman wearing the hat,-5.646842956542969,-1.3689446449279785,alternating,36.75,162322944,EleutherAI/pythia-160m,step100000,seed9,9,100000
