do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,step
71.98612976074219,76.74453735351562,8.998266220092773,8.52717113494873,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,4.7584075927734375,-0.47109508514404297,alternating,8.25,162322944,EleutherAI/pythia-160m,step512,512
77.86160278320312,81.37206268310547,8.651288986206055,8.137206077575684,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,3.5104598999023438,-0.5140829086303711,alternating,15.4,162322944,EleutherAI/pythia-160m,step512,512
60.13083267211914,64.04801177978516,12.026166915893555,10.67466926574707,Linda took him the meal,Linda took the meal to him,3.9171791076660156,-1.3514976501464844,alternating,25.0,162322944,EleutherAI/pythia-160m,step512,512
64.36026763916016,67.6649169921875,10.72671127319336,9.666417121887207,Linda took the man the meal,Linda took the meal to the man,3.3046493530273438,-1.0602941513061523,alternating,16.0,162322944,EleutherAI/pythia-160m,step512,512
45.00322723388672,49.85858154296875,9.000645637512207,8.30976390838623,Mary took a man the meal,Mary took the meal to a man,4.855354309082031,-0.6908817291259766,alternating,10.846153846153848,162322944,EleutherAI/pythia-160m,step512,512
86.54701232910156,88.70999145507812,9.616334915161133,8.870999336242676,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,2.1629791259765625,-0.745335578918457,alternating,5.285714285714286,162322944,EleutherAI/pythia-160m,step512,512
74.79975891113281,78.59703826904297,7.479976177215576,7.145185470581055,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,3.7972793579101562,-0.3347907066345215,alternating,3.75,162322944,EleutherAI/pythia-160m,step512,512
51.987884521484375,55.5438232421875,10.397577285766602,9.257304191589355,Alice took him the blanket,Alice took the blanket to him,3.555938720703125,-1.140273094177246,alternating,18.53846153846154,162322944,EleutherAI/pythia-160m,step512,512
47.41240692138672,48.83267593383789,9.482481956481934,8.138779640197754,Michael took the woman the blanket,Michael took the blanket to the woman,1.4202690124511719,-1.3437023162841797,alternating,27.07692307692308,162322944,EleutherAI/pythia-160m,step512,512
61.05259704589844,62.9046516418457,10.175433158874512,8.986379623413086,Alice took a woman the blanket,Alice took the blanket to a woman,1.8520545959472656,-1.1890535354614258,alternating,25.0,162322944,EleutherAI/pythia-160m,step512,512
78.2880630493164,75.57728576660156,7.828806400299072,6.870662689208984,Michael took the man who was wearing the hat a gift,Michael took a gift to the man who was wearing the hat,-2.7107772827148438,-0.9581437110900879,alternating,10.923076923076923,162322944,EleutherAI/pythia-160m,step512,512
67.18916320800781,69.83951568603516,8.398645401000977,7.759946346282959,Bob took a man wearing a hat a gift,Bob took a gift to a man wearing a hat,2.6503524780273438,-0.6386990547180176,alternating,9.0,162322944,EleutherAI/pythia-160m,step512,512
55.442134857177734,57.77888107299805,11.088427543640137,9.629814147949219,Linda took him a gift,Linda took a gift to him,2.3367462158203125,-1.458613395690918,alternating,43.1,162322944,EleutherAI/pythia-160m,step512,512
49.99266052246094,49.02627944946289,9.99853229522705,8.17104721069336,Bob took the woman a gift,Bob took a gift to the woman,-0.9663810729980469,-1.8274850845336914,alternating,41.09090909090909,162322944,EleutherAI/pythia-160m,step512,512
60.42200469970703,62.877037048339844,10.070334434509277,8.982434272766113,Juan took a woman a gift,Juan took a gift to a woman,2.4550323486328125,-1.087900161743164,alternating,20.8,162322944,EleutherAI/pythia-160m,step512,512
73.2579345703125,74.60444641113281,10.46541976928711,9.325555801391602,Bob took the woman from work a cake,Bob took a cake to the woman from work,1.3465118408203125,-1.1398639678955078,alternating,15.636363636363637,162322944,EleutherAI/pythia-160m,step512,512
68.2791748046875,75.6009292602539,8.534896850585938,8.400103569030762,Michael took a woman wearing a hat a cake,Michael took a cake to a woman wearing a hat,7.321754455566406,-0.13479328155517578,alternating,9.666666666666666,162322944,EleutherAI/pythia-160m,step512,512
44.52953338623047,48.500701904296875,11.132383346557617,9.700140953063965,John took her a cake,John took a cake to her,3.9711685180664062,-1.4322423934936523,alternating,75.88888888888889,162322944,EleutherAI/pythia-160m,step512,512
62.81535339355469,64.1575927734375,10.469225883483887,9.16537094116211,Alice took the woman a cake,Alice took a cake to the woman,1.3422393798828125,-1.3038549423217773,alternating,27.6,162322944,EleutherAI/pythia-160m,step512,512
60.47637176513672,63.36577606201172,10.079395294189453,9.052253723144531,Alice took a woman a cake,Alice took a cake to a woman,2.889404296875,-1.0271415710449219,alternating,38.85714285714285,162322944,EleutherAI/pythia-160m,step512,512
65.27119445800781,71.41609191894531,9.324457168579102,8.927011489868164,Bob took the man wearing the hat something,Bob took something to the man wearing the hat,6.1448974609375,-0.3974456787109375,alternating,8.777777777777779,162322944,EleutherAI/pythia-160m,step512,512
77.82186889648438,85.14105224609375,9.727733612060547,9.46011734008789,Juan took a woman wearing a hat something,Juan took something to a woman wearing a hat,7.319183349609375,-0.26761627197265625,alternating,6.333333333333333,162322944,EleutherAI/pythia-160m,step512,512
49.68998718261719,55.189544677734375,12.422496795654297,11.037909507751465,Linda took him something,Linda took something to him,5.4995574951171875,-1.384587287902832,alternating,25.7,162322944,EleutherAI/pythia-160m,step512,512
42.14374542236328,44.35784149169922,10.53593635559082,8.87156867980957,Michael took the woman something,Michael took something to the woman,2.2140960693359375,-1.66436767578125,alternating,15.7,162322944,EleutherAI/pythia-160m,step512,512
38.83751678466797,44.40827941894531,9.709379196166992,8.8816556930542,Mary took a woman something,Mary took something to a woman,5.570762634277344,-0.827723503112793,alternating,26.181818181818183,162322944,EleutherAI/pythia-160m,step512,512
61.560646057128906,64.7474136352539,8.794378280639648,8.093426704406738,Mary told the man from work the news,Mary told the news to the man from work,3.186767578125,-0.7009515762329102,alternating,65.875,162322944,EleutherAI/pythia-160m,step512,512
