do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,step
72.86747741699219,63.15276336669922,9.108434677124023,7.016973972320557,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,-9.714714050292969,-2.091460704803467,alternating,8.25,1414647808,EleutherAI/pythia-1.4b,step5000,5000
77.62541198730469,73.74983215332031,8.625045776367188,7.374983310699463,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,-3.875579833984375,-1.2500624656677246,alternating,15.4,1414647808,EleutherAI/pythia-1.4b,step5000,5000
52.264339447021484,51.86644744873047,10.452868461608887,8.644408226013184,Linda took him the meal,Linda took the meal to him,-0.3978919982910156,-1.8084602355957031,alternating,25.0,1414647808,EleutherAI/pythia-1.4b,step5000,5000
59.8778076171875,55.795310974121094,9.979635238647461,7.97075891494751,Linda took the man the meal,Linda took the meal to the man,-4.082496643066406,-2.008876323699951,alternating,16.0,1414647808,EleutherAI/pythia-1.4b,step5000,5000
50.91374969482422,47.63542175292969,10.18274974822998,7.939237117767334,Mary took a man the meal,Mary took the meal to a man,-3.2783279418945312,-2.2435126304626465,alternating,10.846153846153848,1414647808,EleutherAI/pythia-1.4b,step5000,5000
86.96017456054688,72.98455047607422,9.66224193572998,7.298455238342285,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,-13.975624084472656,-2.3637866973876953,alternating,5.285714285714286,1414647808,EleutherAI/pythia-1.4b,step5000,5000
74.72090148925781,59.89393997192383,7.472090244293213,5.44490385055542,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,-14.826961517333984,-2.027186393737793,alternating,3.75,1414647808,EleutherAI/pythia-1.4b,step5000,5000
42.09740447998047,40.71385192871094,8.41948127746582,6.785642147064209,Alice took him the blanket,Alice took the blanket to him,-1.3835525512695312,-1.6338391304016113,alternating,18.53846153846154,1414647808,EleutherAI/pythia-1.4b,step5000,5000
48.38212585449219,41.80057144165039,9.676424980163574,6.966762065887451,Michael took the woman the blanket,Michael took the blanket to the woman,-6.581554412841797,-2.709662914276123,alternating,27.07692307692308,1414647808,EleutherAI/pythia-1.4b,step5000,5000
61.170013427734375,51.65363311767578,10.195002555847168,7.379090785980225,Alice took a woman the blanket,Alice took the blanket to a woman,-9.516380310058594,-2.8159117698669434,alternating,25.0,1414647808,EleutherAI/pythia-1.4b,step5000,5000
