do_surprisal_total,pd_surprisal_total,do_surprisal_mean,pd_surprisal_mean,do_sent,pd_sent,log_odds_total,log_odds_mean,classification,BehavDOpreference,n_params,mpath,revision,step
73.26708984375,70.96057891845703,9.15838623046875,7.8845086097717285,Bob took the man wearing the hat the meal,Bob took the meal to the man wearing the hat,-2.3065109252929688,-1.2738776206970215,alternating,8.25,2775208960,EleutherAI/pythia-2.8b,step1000,1000
75.49739837646484,73.89654541015625,8.38860034942627,7.389654636383057,Michael took a woman who was from work the meal,Michael took the meal to a woman who was from work,-1.6008529663085938,-0.9989457130432129,alternating,15.4,2775208960,EleutherAI/pythia-2.8b,step1000,1000
55.49553680419922,59.72039794921875,11.09910774230957,9.953399658203125,Linda took him the meal,Linda took the meal to him,4.224861145019531,-1.1457080841064453,alternating,25.0,2775208960,EleutherAI/pythia-2.8b,step1000,1000
61.96662521362305,62.486576080322266,10.327771186828613,8.926653861999512,Linda took the man the meal,Linda took the meal to the man,0.5199508666992188,-1.4011173248291016,alternating,16.0,2775208960,EleutherAI/pythia-2.8b,step1000,1000
47.91963577270508,48.214881896972656,9.583927154541016,8.03581428527832,Mary took a man the meal,Mary took the meal to a man,0.2952461242675781,-1.5481128692626953,alternating,10.846153846153848,2775208960,EleutherAI/pythia-2.8b,step1000,1000
88.35641479492188,88.10910034179688,9.81737995147705,8.81091022491455,Juan took the woman wearing the hat the blanket,Juan took the blanket to the woman wearing the hat,-0.247314453125,-1.0064697265625,alternating,5.285714285714286,2775208960,EleutherAI/pythia-2.8b,step1000,1000
71.30477905273438,67.60699462890625,7.1304779052734375,6.146090507507324,Mary took a man who was wearing a hat the blanket,Mary took the blanket to a man who was wearing a hat,-3.697784423828125,-0.9843873977661133,alternating,3.75,2775208960,EleutherAI/pythia-2.8b,step1000,1000
54.66282653808594,58.861717224121094,10.932565689086914,9.810286521911621,Alice took him the blanket,Alice took the blanket to him,4.198890686035156,-1.122279167175293,alternating,18.53846153846154,2775208960,EleutherAI/pythia-2.8b,step1000,1000
49.47074890136719,47.73350524902344,9.894149780273438,7.955584526062012,Michael took the woman the blanket,Michael took the blanket to the woman,-1.73724365234375,-1.9385652542114258,alternating,27.07692307692308,2775208960,EleutherAI/pythia-2.8b,step1000,1000
65.00900268554688,64.5680160522461,10.834834098815918,9.224002838134766,Alice took a woman the blanket,Alice took the blanket to a woman,-0.44098663330078125,-1.6108312606811523,alternating,25.0,2775208960,EleutherAI/pythia-2.8b,step1000,1000
68.67916870117188,65.10475158691406,6.867917060852051,5.918613910675049,Michael took the man who was wearing the hat a gift,Michael took a gift to the man who was wearing the hat,-3.5744171142578125,-0.949303150177002,alternating,10.923076923076923,2775208960,EleutherAI/pythia-2.8b,step1000,1000
67.25272369384766,63.572914123535156,8.406590461730957,7.063657283782959,Bob took a man wearing a hat a gift,Bob took a gift to a man wearing a hat,-3.6798095703125,-1.342933177947998,alternating,9.0,2775208960,EleutherAI/pythia-2.8b,step1000,1000
50.62522888183594,51.876007080078125,10.125045776367188,8.646001815795898,Linda took him a gift,Linda took a gift to him,1.2507781982421875,-1.479043960571289,alternating,43.1,2775208960,EleutherAI/pythia-2.8b,step1000,1000
46.473411560058594,43.919586181640625,9.294682502746582,7.3199310302734375,Bob took the woman a gift,Bob took a gift to the woman,-2.5538253784179688,-1.9747514724731445,alternating,41.09090909090909,2775208960,EleutherAI/pythia-2.8b,step1000,1000
64.43281555175781,58.41999053955078,10.738802909851074,8.34571361541748,Juan took a woman a gift,Juan took a gift to a woman,-6.012825012207031,-2.3930892944335938,alternating,20.8,2775208960,EleutherAI/pythia-2.8b,step1000,1000
65.5772476196289,66.84588623046875,9.368178367614746,8.355735778808594,Bob took the woman from work a cake,Bob took a cake to the woman from work,1.2686386108398438,-1.0124425888061523,alternating,15.636363636363637,2775208960,EleutherAI/pythia-2.8b,step1000,1000
70.87564086914062,68.86396789550781,8.859455108642578,7.651552200317383,Michael took a woman wearing a hat a cake,Michael took a cake to a woman wearing a hat,-2.0116729736328125,-1.2079029083251953,alternating,9.666666666666666,2775208960,EleutherAI/pythia-2.8b,step1000,1000
38.462059020996094,39.725128173828125,9.615514755249023,7.94502592086792,John took her a cake,John took a cake to her,1.2630691528320312,-1.6704888343811035,alternating,75.88888888888889,2775208960,EleutherAI/pythia-2.8b,step1000,1000
63.33686828613281,62.459930419921875,10.556144714355469,8.922847747802734,Alice took the woman a cake,Alice took a cake to the woman,-0.8769378662109375,-1.6332969665527344,alternating,27.6,2775208960,EleutherAI/pythia-2.8b,step1000,1000
